period_name,origin_name,destination_name,product_name,transport_mode,lane_status,mode_selection_rule,variable_transport_cost,variable_transport_cost_basis,transport_time,transport_time_basis,distance,distance_basis
,SUP_127,ODC_DETROIT,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_127,ODC_DETROIT,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_127,ODC_DETROIT,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_127,ODC_DETROIT,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_127,ODC_GRAND_RAPIDS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_127,ODC_GRAND_RAPIDS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_127,ODC_GRAND_RAPIDS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_127,ODC_GRAND_RAPIDS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_127,ODC_GRAND_RAPIDS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_127,ODC_DAYTON,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_127,ODC_DAYTON,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_127,ODC_DAYTON,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_127,ODC_DAYTON,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_127,ODC_DAYTON,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_127,ODC_NASHVILLE,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_127,ODC_NASHVILLE,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_127,ODC_NASHVILLE,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_127,ODC_NASHVILLE,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_127,ODC_NASHVILLE,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_127,ODC_RAMOS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_127,ODC_RAMOS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_127,ODC_RAMOS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_127,ODC_RAMOS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_127,ODC_RAMOS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_295,DC_HAMTRAMCK,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_295,DC_HAMTRAMCK,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_295,DC_HAMTRAMCK,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_295,DC_HAMTRAMCK,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_295,DC_HAMTRAMCK,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_295,ODC_DETROIT,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_295,ODC_DETROIT,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_295,ODC_DETROIT,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_295,ODC_DETROIT,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_295,ODC_DETROIT,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_295,ODC_GRAND_RAPIDS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_295,ODC_GRAND_RAPIDS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_295,ODC_GRAND_RAPIDS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_295,ODC_GRAND_RAPIDS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_295,ODC_GRAND_RAPIDS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_295,ODC_DAYTON,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_295,ODC_DAYTON,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_295,ODC_DAYTON,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_295,ODC_DAYTON,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_295,ODC_DAYTON,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_295,ODC_NASHVILLE,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_295,ODC_NASHVILLE,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_295,ODC_NASHVILLE,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_295,ODC_NASHVILLE,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_295,ODC_NASHVILLE,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_295,ODC_RAMOS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_295,ODC_RAMOS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_295,ODC_RAMOS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_295,ODC_RAMOS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_295,ODC_RAMOS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_312,DC_HAMTRAMCK,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_312,DC_HAMTRAMCK,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_312,DC_HAMTRAMCK,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_312,DC_HAMTRAMCK,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_312,DC_HAMTRAMCK,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_312,ODC_DETROIT,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_312,ODC_DETROIT,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_312,ODC_DETROIT,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_312,ODC_DETROIT,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_312,ODC_DETROIT,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_312,ODC_GRAND_RAPIDS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_312,ODC_GRAND_RAPIDS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_312,ODC_GRAND_RAPIDS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_312,ODC_GRAND_RAPIDS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_312,ODC_GRAND_RAPIDS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_312,ODC_DAYTON,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_312,ODC_DAYTON,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_312,ODC_DAYTON,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_312,ODC_DAYTON,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_312,ODC_DAYTON,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_312,ODC_NASHVILLE,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_312,ODC_NASHVILLE,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_312,ODC_NASHVILLE,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_312,ODC_NASHVILLE,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_312,ODC_NASHVILLE,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_312,ODC_RAMOS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_312,ODC_RAMOS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_312,ODC_RAMOS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_312,ODC_RAMOS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_312,ODC_RAMOS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_306,DC_HAMTRAMCK,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_306,DC_HAMTRAMCK,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_306,DC_HAMTRAMCK,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_306,DC_HAMTRAMCK,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_306,DC_HAMTRAMCK,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_306,ODC_DETROIT,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_306,ODC_DETROIT,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_306,ODC_DETROIT,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_306,ODC_DETROIT,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_306,ODC_DETROIT,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_306,ODC_GRAND_RAPIDS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_306,ODC_GRAND_RAPIDS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_306,ODC_GRAND_RAPIDS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_306,ODC_GRAND_RAPIDS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_306,ODC_GRAND_RAPIDS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_306,ODC_DAYTON,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_306,ODC_DAYTON,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_306,ODC_DAYTON,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_306,ODC_DAYTON,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_306,ODC_DAYTON,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_306,ODC_NASHVILLE,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_306,ODC_NASHVILLE,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_306,ODC_NASHVILLE,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_306,ODC_NASHVILLE,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_306,ODC_NASHVILLE,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_306,ODC_RAMOS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_306,ODC_RAMOS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_306,ODC_RAMOS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_306,ODC_RAMOS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_306,ODC_RAMOS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_377,DC_HAMTRAMCK,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_377,DC_HAMTRAMCK,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_377,DC_HAMTRAMCK,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_377,DC_HAMTRAMCK,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_377,DC_HAMTRAMCK,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_377,ODC_DETROIT,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_377,ODC_DETROIT,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_377,ODC_DETROIT,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_377,ODC_DETROIT,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_377,ODC_DETROIT,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_377,ODC_GRAND_RAPIDS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_377,ODC_GRAND_RAPIDS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_377,ODC_GRAND_RAPIDS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_377,ODC_GRAND_RAPIDS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_377,ODC_GRAND_RAPIDS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_377,ODC_DAYTON,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_377,ODC_DAYTON,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_377,ODC_DAYTON,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_377,ODC_DAYTON,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_377,ODC_DAYTON,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_377,ODC_NASHVILLE,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_377,ODC_NASHVILLE,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_377,ODC_NASHVILLE,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_377,ODC_NASHVILLE,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_377,ODC_NASHVILLE,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_377,ODC_RAMOS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_377,ODC_RAMOS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_377,ODC_RAMOS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_377,ODC_RAMOS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_377,ODC_RAMOS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_315,DC_HAMTRAMCK,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_315,DC_HAMTRAMCK,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_315,DC_HAMTRAMCK,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_315,DC_HAMTRAMCK,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_315,DC_HAMTRAMCK,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_315,ODC_DETROIT,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_315,ODC_DETROIT,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_315,ODC_DETROIT,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_315,ODC_DETROIT,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_315,ODC_DETROIT,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_315,ODC_GRAND_RAPIDS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_315,ODC_GRAND_RAPIDS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_315,ODC_GRAND_RAPIDS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_315,ODC_GRAND_RAPIDS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_315,ODC_GRAND_RAPIDS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_315,ODC_DAYTON,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_315,ODC_DAYTON,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_315,ODC_DAYTON,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_315,ODC_DAYTON,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_315,ODC_DAYTON,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_315,ODC_NASHVILLE,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_315,ODC_NASHVILLE,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_315,ODC_NASHVILLE,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_315,ODC_NASHVILLE,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_315,ODC_NASHVILLE,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_315,ODC_RAMOS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_315,ODC_RAMOS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_315,ODC_RAMOS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_315,ODC_RAMOS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_315,ODC_RAMOS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_105,DC_HAMTRAMCK,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_105,DC_HAMTRAMCK,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_105,DC_HAMTRAMCK,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_105,DC_HAMTRAMCK,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_105,DC_HAMTRAMCK,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_105,ODC_DETROIT,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_105,ODC_DETROIT,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_105,ODC_DETROIT,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_105,ODC_DETROIT,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_105,ODC_DETROIT,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_105,ODC_GRAND_RAPIDS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_105,ODC_GRAND_RAPIDS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_105,ODC_GRAND_RAPIDS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_105,ODC_GRAND_RAPIDS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_105,ODC_GRAND_RAPIDS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_105,ODC_DAYTON,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_105,ODC_DAYTON,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_105,ODC_DAYTON,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_105,ODC_DAYTON,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_105,ODC_DAYTON,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_105,ODC_NASHVILLE,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_105,ODC_NASHVILLE,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_105,ODC_NASHVILLE,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_105,ODC_NASHVILLE,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_105,ODC_NASHVILLE,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_105,ODC_RAMOS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_105,ODC_RAMOS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_105,ODC_RAMOS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_105,ODC_RAMOS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_105,ODC_RAMOS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_288,DC_HAMTRAMCK,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_288,DC_HAMTRAMCK,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_288,DC_HAMTRAMCK,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_288,DC_HAMTRAMCK,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_288,DC_HAMTRAMCK,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_288,ODC_DETROIT,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_288,ODC_DETROIT,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_288,ODC_DETROIT,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_288,ODC_DETROIT,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_288,ODC_DETROIT,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_288,ODC_GRAND_RAPIDS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_288,ODC_GRAND_RAPIDS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_288,ODC_GRAND_RAPIDS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_288,ODC_GRAND_RAPIDS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_288,ODC_GRAND_RAPIDS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_288,ODC_DAYTON,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_288,ODC_DAYTON,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_288,ODC_DAYTON,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_288,ODC_DAYTON,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_288,ODC_DAYTON,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_288,ODC_NASHVILLE,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_288,ODC_NASHVILLE,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_288,ODC_NASHVILLE,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_288,ODC_NASHVILLE,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_288,ODC_NASHVILLE,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_288,ODC_RAMOS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_288,ODC_RAMOS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_288,ODC_RAMOS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_288,ODC_RAMOS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_288,ODC_RAMOS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_95,DC_HAMTRAMCK,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_95,DC_HAMTRAMCK,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_95,DC_HAMTRAMCK,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_95,DC_HAMTRAMCK,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_95,DC_HAMTRAMCK,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_95,ODC_DETROIT,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_95,ODC_DETROIT,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_95,ODC_DETROIT,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_95,ODC_DETROIT,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_95,ODC_DETROIT,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_95,ODC_GRAND_RAPIDS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_95,ODC_GRAND_RAPIDS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_95,ODC_GRAND_RAPIDS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_95,ODC_GRAND_RAPIDS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_95,ODC_GRAND_RAPIDS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_95,ODC_DAYTON,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_95,ODC_DAYTON,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_95,ODC_DAYTON,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_95,ODC_DAYTON,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_95,ODC_DAYTON,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_95,ODC_NASHVILLE,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_95,ODC_NASHVILLE,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_95,ODC_NASHVILLE,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_95,ODC_NASHVILLE,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_95,ODC_NASHVILLE,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_95,ODC_RAMOS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_95,ODC_RAMOS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_95,ODC_RAMOS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_95,ODC_RAMOS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_95,ODC_RAMOS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_339,DC_HAMTRAMCK,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_339,DC_HAMTRAMCK,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_339,DC_HAMTRAMCK,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_339,DC_HAMTRAMCK,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_339,DC_HAMTRAMCK,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_339,ODC_DETROIT,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_339,ODC_DETROIT,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_339,ODC_DETROIT,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_339,ODC_DETROIT,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_339,ODC_DETROIT,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_339,ODC_GRAND_RAPIDS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_339,ODC_GRAND_RAPIDS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_339,ODC_GRAND_RAPIDS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_339,ODC_GRAND_RAPIDS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_339,ODC_GRAND_RAPIDS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_339,ODC_DAYTON,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_339,ODC_DAYTON,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_339,ODC_DAYTON,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_339,ODC_DAYTON,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_339,ODC_DAYTON,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_339,ODC_NASHVILLE,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_339,ODC_NASHVILLE,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_339,ODC_NASHVILLE,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_339,ODC_NASHVILLE,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_339,ODC_NASHVILLE,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_339,ODC_RAMOS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_339,ODC_RAMOS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_339,ODC_RAMOS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_339,ODC_RAMOS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_339,ODC_RAMOS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_168,DC_HAMTRAMCK,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_168,DC_HAMTRAMCK,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_168,DC_HAMTRAMCK,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_168,DC_HAMTRAMCK,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_168,DC_HAMTRAMCK,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_168,ODC_DETROIT,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_168,ODC_DETROIT,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_168,ODC_DETROIT,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_168,ODC_DETROIT,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_168,ODC_DETROIT,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_168,ODC_GRAND_RAPIDS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_168,ODC_GRAND_RAPIDS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_168,ODC_GRAND_RAPIDS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_168,ODC_GRAND_RAPIDS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_168,ODC_GRAND_RAPIDS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_168,ODC_DAYTON,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_168,ODC_DAYTON,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_168,ODC_DAYTON,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_168,ODC_DAYTON,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_168,ODC_DAYTON,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_168,ODC_NASHVILLE,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_168,ODC_NASHVILLE,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_168,ODC_NASHVILLE,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_168,ODC_NASHVILLE,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_168,ODC_NASHVILLE,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_168,ODC_RAMOS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_168,ODC_RAMOS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_168,ODC_RAMOS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_168,ODC_RAMOS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_168,ODC_RAMOS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_30,DC_HAMTRAMCK,,,Include,To Optimize,1,quantity-distance,,,,
